lat_bin,lon_bin,observed_incidents
41.66,-87.565,29
41.675,-87.56,29
41.68,-87.6,29
41.845,-87.61,29
41.975,-87.885,29
41.655,-87.56,28
41.885,-87.61,27
41.825,-87.735,26
41.825,-87.72,26
41.98,-87.65,26
41.985,-87.65,26
41.99,-87.825,26
42.005,-87.785,26
41.67,-87.55,25
41.82,-87.72,25
41.82,-87.595,25
41.97,-87.835,25
41.675,-87.685,24
41.95,-87.84,24
42.01,-87.77,24
41.69,-87.73,23
41.81,-87.585,23
41.84,-87.68,23
41.94,-87.84,23
41.65,-87.53,22
41.685,-87.545,22
41.82,-87.675,22
42.01,-87.765,22
41.665,-87.58,21
41.68,-87.575,21
41.715,-87.72,21
41.83,-87.72,21
41.935,-87.63,21
41.66,-87.62,20
41.955,-87.83,20
41.71,-87.59,19
41.83,-87.71,18
41.985,-87.755,18
41.645,-87.6,17
41.645,-87.56,17
41.67,-87.56,17
41.705,-87.55,17
41.995,-87.775,17
41.72,-87.525,16
41.785,-87.575,16
41.85,-87.65,16
41.98,-87.9,16
41.995,-87.885,16
42.005,-87.9,16
41.71,-87.575,15
41.745,-87.54,15
41.93,-87.63,15
41.975,-87.87,15
41.985,-87.68,15
41.645,-87.61,14
41.66,-87.57,14
41.965,-87.885,14
41.995,-87.89,14
41.645,-87.575,13
41.655,-87.585,13
41.66,-87.535,13
41.665,-87.595,12
41.665,-87.545,12
41.71,-87.545,12
41.79,-87.745,12
42.0,-87.89,12
42.01,-87.79,12
41.685,-87.575,11
41.735,-87.54,11
41.67,-87.6,10
41.71,-87.71,10
41.72,-87.545,10
41.82,-87.68,10
41.65,-87.58,9
41.67,-87.605,9
41.675,-87.545,9
41.695,-87.575,9
41.7,-87.58,9
41.965,-87.635,9
41.98,-87.74,9
41.665,-87.585,8
41.675,-87.58,8
41.715,-87.585,8
41.76,-87.73,8
41.785,-87.75,8
41.905,-87.74,8
41.95,-87.895,8
41.98,-87.88,8
41.99,-87.845,8
42.0,-87.895,8
41.705,-87.59,7
41.96,-87.8,7
41.99,-87.85,7
42.015,-87.66,7
41.645,-87.605,6
41.645,-87.59,6
41.65,-87.565,6
41.685,-87.73,6
41.685,-87.55,6
41.69,-87.575,6
41.99,-87.885,6
41.655,-87.53,5
41.685,-87.735,5
41.95,-87.64,5
41.955,-87.885,5
41.97,-87.815,5
41.685,-87.74,4
41.83,-87.6,4
41.935,-87.84,4
41.955,-87.895,4
41.965,-87.85,4
41.98,-87.89,4
41.985,-87.895,4
42.0,-87.78,4
41.66,-87.575,3
41.68,-87.55,3
41.69,-87.74,3
41.69,-87.555,3
41.89,-87.6,3
41.945,-87.635,3
41.955,-87.82,3
41.96,-87.88,3
41.985,-87.86,3
41.68,-87.545,2
41.685,-87.695,2
41.685,-87.565,2
41.695,-87.555,2
41.7,-87.59,2
41.705,-87.58,2
41.71,-87.525,2
41.815,-87.59,2
41.82,-87.74,2
41.835,-87.605,2
41.955,-87.89,2
41.955,-87.845,2
41.96,-87.89,2
41.97,-87.89,2
41.99,-87.89,2
41.99,-87.88,2
41.99,-87.855,2
42.005,-87.89,2
41.645,-87.58,1
41.655,-87.57,1
41.665,-87.6,1
41.67,-87.595,1
41.675,-87.57,1
41.675,-87.565,1
41.69,-87.595,1
41.69,-87.55,1
41.705,-87.57,1
41.72,-87.74,1
41.725,-87.53,1
41.74,-87.53,1
41.765,-87.735,1
41.78,-87.57,1
41.82,-87.735,1
41.835,-87.74,1
41.85,-87.61,1
41.9,-87.615,1
41.935,-87.85,1
41.95,-87.9,1
41.96,-87.83,1
41.965,-87.875,1
41.97,-87.895,1
41.98,-87.895,1
41.995,-87.895,1
42.01,-87.76,1
